,ticker,date,Cash and cash equivalents,Short-term investments,Cash and short-term investments,Receivables,Inventories,Total current assets,"Property, Plant & Equipment Net",Goodwill and Intangible Assets,Long-term investments,Tax assets,Total non-current assets,Total assets,Payables,Short-term debt,Total current liabilities,Long-term debt,Total debt,Deferred revenue,Tax Liabilities,Deposit Liabilities,Total non-current liabilities,Total liabilities,Other comprehensive income,Retained earnings (deficit),Total shareholders equity,Investments,Net Debt,Other Assets,Other Liabilities
4,CMCSA,2014-12-31,3910000000.0,602000000.0,4512000000.0,6321000000.0,0.0,13531000000.0,30953000000.0,41503000000.0,3135000000.0,3572000000.0,1.45808e+11,1.59339e+11,5638000000.0,4217000000.0,17410000000.0,44017000000.0,48234000000.0,915000000.0,1171000000.0,0.0,87795000000.0,1.06628e+11,31288000000,21539000000.0,52711000000.0,3737000000.0,44324000000.0,0.0,1423000000.0
5,CMCSA,2013-12-31,1718000000.0,3573000000.0,5291000000.0,6376000000.0,0.0,14075000000.0,29840000000.0,41955000000.0,3770000000.0,3795000000.0,1.44738e+11,1.58813e+11,5528000000.0,3280000000.0,18912000000.0,44567000000.0,47847000000.0,898000000.0,1701000000.0,0.0,87886000000.0,1.08119e+11,31373000000,19235000000.0,50694000000.0,7343000000.0,46129000000.0,0.0,1321000000.0
6,CMCSA,2012-12-31,10951000000.0,1464000000.0,12415000000.0,5521000000.0,0.0,19991000000.0,27232000000.0,44825000000.0,6325000000.0,2016000000.0,1.4498e+11,1.64971e+11,6206000000.0,2376000000.0,16714000000.0,38082000000.0,40458000000.0,851000000.0,1573000000.0,0.0,81463000000.0,1.15615e+11,33030000000,16280000000.0,49356000000.0,7789000000.0,29507000000.0,0.0,17438000000.0
7,CMCSA,2011-12-31,1620000000.0,3028000000.0,4648000000.0,4351000000.0,0.0,8573000000.0,27559000000.0,45039000000.0,3028000000.0,1868000000.0,1.49245e+11,1.57818e+11,5705000000.0,1367000000.0,13241000000.0,37942000000.0,39309000000.0,790000000.0,1435000000.0,0.0,80908000000.0,1.10544e+11,33423000000,13971000000.0,47274000000.0,6056000000.0,37689000000.0,0.0,16395000000.0
8,CMCSA,2010-12-31,5984000000.0,81000000.0,6065000000.0,1855000000.0,0.0,8886000000.0,23515000000.0,18560000000.0,6670000000.0,174000000.0,1.09648e+11,1.18534e+11,3291000000.0,1800000000.0,8234000000.0,29615000000.0,31415000000.0,0.0,1251000000.0,0.0,65723000000.0,74180000000.0,32263000000,12158000000.0,44354000000.0,6751000000.0,25431000000.0,0.0,223000000.0
9,CMCSA,2009-12-31,671000000.0,50000000.0,721000000.0,1711000000.0,0.0,3223000000.0,23855000000.0,78490000000.0,5947000000.0,240000000.0,109510000000.0,112733000000.0,3094000000.0,1156000000.0,7249000000.0,27940000000.0,29096000000.0,0.0,27800000000.0,0.0,62673000000.0,69922000000.0,-46000000.0,10005000000.0,42721000000.0,5997000000.0,28375000000.0,791000000.0,2999000000.0
0,TSLA,2019-12-31,6268000000.0,0.0,6268000000.0,1324000000.0,3552000000.0,12103000000.0,10396000000.0,537000000.0,393000000.0,1454000000.0,22206000000.0,34309000000.0,3771000000.0,1207000000.0,10667000000.0,956000000.0,2163000000.0,1163000000.0,611000000.0,726000000.0,6025000000.0,27691000000.0,12737000000,-6083000000.0,6618000000.0,393000000.0,-4105000000.0,0.0,10999000000.0
1,TSLA,2018-12-31,3685618000.0,0.0,3685618000.0,949022000.0,3113446000.0,8306308000.0,11330077000.0,350651000.0,421548000.0,0.0,21433306000.0,29739614000.0,3404451000.0,2567699000.0,9992136000.0,9403672000.0,11971371000.0,630292000.0,0.0,792601000.0,14095821000.0,24816371000.0,10249120000,-5317832000.0,4923243000.0,421548000.0,8285753000.0,0.0,728414000.0
2,TSLA,2017-12-31,3367914000.0,0.0,3367914000.0,515381000.0,2263537000.0,6570520000.0,10027522000.0,421739000.0,456652000.0,0.0,22084852000.0,28655372000.0,2390250000.0,796549000.0,7674670000.0,9415700000.0,10212249000.0,1015253000.0,0.0,853919000.0,13036469000.0,24418130000.0,9178024000,-4974299000.0,4237242000.0,456652000.0,6844335000.0,0.0,3706991000.0
3,TSLA,2016-12-31,3393216000.0,0.0,3393216000.0,499142000.0,2067454000.0,6259796000.0,5982957000.0,376145000.0,506302000.0,0.0,16404280000.0,22664076000.0,1860341000.0,984211000.0,5827005000.0,5860049000.0,6844260000.0,763126000.0,0.0,663859000.0,8603288000.0,17911165000.0,7773727000,-2997237000.0,4752911000.0,506302000.0,3451044000.0,0.0,3480872000.0
4,TSLA,2015-12-31,1196908000.0,0.0,1196908000.0,168965000.0,1277838000.0,2791568000.0,3403334000.0,0.0,0.0,0.0,5300892000.0,8092460000.0,916148000.0,633166000.0,2816274000.0,2040375000.0,2673541000.0,423961000.0,0.0,0.0,2851456000.0,7003516000.0,3414692000,-2322323000.0,1088944000.0,0.0,1476633000.0,0.0,1335786000.0
5,TSLA,2014-12-31,1905713000.0,0.0,1905713000.0,226604000.0,953675000.0,3198657000.0,1829267000.0,0.0,0.0,0.0,2650594000.0,5849251000.0,777946000.0,9532000.0,2107166000.0,12267000.0,21799000.0,191651000.0,0.0,0.0,490049000.0,4937541000.0,2345266000,-1433682000.0,911710000.0,0.0,-1883914000.0,0.0,2340326000.0
6,TSLA,2013-12-31,845889000.0,0.0,845889000.0,49109000.0,340355000.0,1265939000.0,738494000.0,0.0,0.0,0.0,1150991000.0,2416930000.0,303969000.0,7722000.0,675160000.0,0.0,7722000.0,91882000.0,0.0,0.0,252232000.0,1749810000.0,1806617000,-1139620000.0,667120000.0,0.0,-838167000.0,0.0,822418000.0
7,TSLA,2012-12-31,201890000.0,0.0,201890000.0,26842000.0,268504000.0,524768000.0,552229000.0,0.0,0.0,0.0,589422000.0,1114190000.0,303382000.0,50841000.0,539108000.0,401495000.0,452336000.0,1905000.0,0.0,0.0,439690000.0,989490000.0,1190191000,-1065606000.0,124700000.0,0.0,250446000.0,0.0,10692000.0
8,TSLA,2011-12-31,255266000.0,25061000.0,280327000.0,9539000.0,50082000.0,372838000.0,298414000.0,0.0,0.0,0.0,340610000.0,713448000.0,56141000.0,7916000.0,191339000.0,268335000.0,276251000.0,2345000.0,0.0,0.0,289226000.0,489403000.0,893336000,-669392000.0,224045000.0,25061000.0,20985000.0,0.0,8838000.0
9,TSLA,2010-12-31,178022000.0,0.0,178022000.0,6710000.0,45182000.0,235886000.0,122599000.0,0.0,0.0,0.0,150196000.0,386082000.0,28951000.0,279000.0,85565000.0,72324000.0,72603000.0,7418000.0,0.0,30755000.0,93469000.0,179034000.0,0.0,-414982000.0,207048000.0,0.0,-105419000.0,5972000.0,56335000.0
10,TSLA,2009-12-31,73207000.0,0.0,73207000.0,3488000.0,23222000.0,100559000.0,23535000.0,0.0,0.0,0.0,29865000.0,130424000.0,15086000.0,290000.0,57489000.0,800000.0,1090000.0,2617000.0,0.0,26048000.0,7233000.0,64722000.0,0.0,-260654000.0,-253523000.0,0.0,-72117000.0,642000.0,42113000.0
0,COST,2019-09-01,8384000000.0,1060000000.0,9444000000.0,0.0,11395000000.0,23485000000.0,20890000000.0,0.0,0.0,398000000.0,21915000000.0,45400000000.0,11679000000.0,1699000000.0,23237000000.0,5124000000.0,6823000000.0,1711000000.0,27000000.0,0.0,6724000000.0,30157000000.0,6417000000,10258000000.0,15243000000.0,1060000000.0,-1561000000.0,0.0,196000000.0
1,COST,2018-09-02,6055000000.0,1204000000.0,7259000000.0,0.0,11040000000.0,20289000000.0,19681000000.0,0.0,0.0,316000000.0,20541000000.0,40830000000.0,11237000000.0,3014000000.0,19926000000.0,6487000000.0,9501000000.0,1624000000.0,36000000.0,0.0,7802000000.0,28031000000.0,6107000000,7887000000.0,12799000000.0,1204000000.0,3446000000.0,0.0,303000000.0
2,COST,2017-09-03,4546000000.0,1233000000.0,5779000000.0,0.0,9834000000.0,17317000000.0,18161000000.0,0.0,0.0,254000000.0,19030000000.0,36347000000.0,9608000000.0,86000000.0,17495000000.0,6573000000.0,6659000000.0,1498000000.0,52000000.0,0.0,8085000000.0,25569000000.0,5800000000,5988000000.0,10778000000.0,1233000000.0,2113000000.0,0.0,-11000000.0
3,COST,2016-08-28,3379000000.0,1350000000.0,4729000000.0,128000000.0,8969000000.0,15218000000.0,17043000000.0,0.0,0.0,202000000.0,17945000000.0,33163000000.0,7612000000.0,1100000000.0,15575000000.0,4061000000.0,5161000000.0,1362000000.0,52000000.0,0.0,5553000000.0,21084000000.0,5490000000,7686000000.0,12079000000.0,1350000000.0,1782000000.0,0.0,-44000000.0
4,COST,2015-08-30,4801000000.0,1618000000.0,6419000000.0,119000000.0,8908000000.0,17299000000.0,15401000000.0,0.0,0.0,109000000.0,16141000000.0,33440000000.0,9011000000.0,1283000000.0,16540000000.0,4864000000.0,6147000000.0,1269000000.0,158000000.0,0.0,6057000000.0,22823000000.0,5218000000,6518000000.0,10617000000.0,1618000000.0,1346000000.0,0.0,226000000.0
5,COST,2014-08-31,5738000000.0,1409000000.0,7147000000.0,104000000.0,8456000000.0,17588000000.0,14830000000.0,0.0,80000000.0,68000000.0,15436000000.0,33024000000.0,8491000000.0,1221000000.0,14412000000.0,5093000000.0,6314000000.0,1254000000.0,136000000.0,0.0,6097000000.0,20721000000.0,4919000000,7458000000.0,12303000000.0,1489000000.0,576000000.0,0.0,212000000.0
6,COST,2013-09-01,4644000000.0,1277000000.0,5921000000.0,52000000.0,7894000000.0,15840000000.0,13881000000.0,0.0,74000000.0,62000000.0,14443000000.0,30283000000.0,7872000000.0,1089000000.0,13257000000.0,4998000000.0,6087000000.0,1167000000.0,77000000.0,0.0,6014000000.0,19450000000.0,4670000000,6283000000.0,10833000000.0,1351000000.0,1443000000.0,0.0,179000000.0
7,COST,2012-09-02,3528000000.0,1326000000.0,4854000000.0,66000000.0,7096000000.0,13526000000.0,12961000000.0,0.0,76000000.0,58000000.0,13614000000.0,27140000000.0,7303000000.0,1000000.0,12260000000.0,1381000000.0,1382000000.0,1101000000.0,88000000.0,0.0,2362000000.0,14779000000.0,4369000000,7834000000.0,12361000000.0,1402000000.0,-2146000000.0,0.0,157000000.0
8,COST,2011-08-28,4009000000.0,1604000000.0,5613000000.0,96000000.0,6638000000.0,13706000000.0,12432000000.0,0.0,64000000.0,53000000.0,13055000000.0,26761000000.0,6544000000.0,900000000.0,12050000000.0,1253000000.0,2153000000.0,973000000.0,122000000.0,0.0,2138000000.0,14759000000.0,4516000000,7111000000.0,12002000000.0,1668000000.0,-1856000000.0,0.0,571000000.0
9,COST,2010-08-29,3214000000.0,1535000000.0,4749000000.0,103000000.0,5638000000.0,11708000000.0,11314000000.0,0.0,0.0,10000000.0,12107000000.0,23815000000.0,5947000000.0,0.0,10063000000.0,2141000000.0,2141000000.0,869000000.0,79000000.0,0.0,2385000000.0,12986000000.0,4115000000,6590000000.0,10829000000.0,1535000000.0,-1073000000.0,0.0,538000000.0
10,COST,2009-08-30,3157000000.0,570000000.0,3727000000.0,834000000.0,5405000000.0,11642000000.0,10900000000.0,0.0,0.0,371000000.0,2594000000.0,21979000000.0,5450000000.0,96000000.0,9281000000.0,2130000000.0,2226000000.0,824000000.0,766000000.0,0.0,2594000000.0,11875000000.0,110000000.0,6101000000.0,10024000000.0,570000000.0,-1501000000.0,371000000.0,3735000000.0
0,CHTR,2019-12-31,3483000000.0,0.0,3483000000.0,2227000000.0,0.0,6471000000.0,34591000000.0,0.0,0.0,0.0,1.41717e+11,1.48188e+11,8671000000.0,3500000000.0,12385000000.0,75578000000.0,79078000000.0,0.0,0.0,0.0,96013000000.0,1.16743e+11,31405000000,40000000.0,31445000000.0,0.0,75595000000.0,0.0,8345000000.0
1,CHTR,2018-12-31,551000000.0,0.0,551000000.0,1733000000.0,0.0,2730000000.0,35126000000.0,0.0,0.0,0.0,1.434e+11,1.4613e+11,8805000000.0,3290000000.0,12095000000.0,69537000000.0,72827000000.0,0.0,0.0,0.0,89763000000.0,1.09845e+11,33507000000,2780000000.0,36285000000.0,0.0,72276000000.0,0.0,7987000000.0
2,CHTR,2017-12-31,621000000.0,0.0,621000000.0,1635000000.0,0.0,2555000000.0,33888000000.0,0.0,0.0,0.0,1.44068e+11,1.46623e+11,9045000000.0,2045000000.0,11090000000.0,68186000000.0,70231000000.0,0.0,0.0,0.0,88002000000.0,1.07539e+11,35253000000,3832000000.0,39084000000.0,0.0,69610000000.0,0.0,8447000000.0
3,CHTR,2016-12-31,1535000000.0,0.0,1535000000.0,1432000000.0,0.0,3300000000.0,32963000000.0,0.0,0.0,0.0,1.45767e+11,1.49067e+11,7544000000.0,2028000000.0,9572000000.0,59719000000.0,61747000000.0,0.0,0.0,0.0,89129000000.0,1.08928e+11,39413000000,733000000.0,40139000000.0,0.0,60212000000.0,0.0,10227000000.0
4,CHTR,2015-12-31,5000000.0,0.0,5000000.0,279000000.0,0.0,345000000.0,8345000000.0,0.0,0.0,0.0,38971000000.0,39316000000.0,1972000000.0,0.0,1972000000.0,35723000000.0,35723000000.0,0.0,0.0,0.0,37390000000.0,39362000000.0,2028000000,-2061000000.0,-46000000.0,0.0,35718000000.0,0.0,0.0
5,CHTR,2014-12-31,3000000.0,0.0,3000000.0,285000000.0,0.0,371000000.0,8373000000.0,0.0,0.0,0.0,24179000000.0,24550000000.0,1635000000.0,0.0,1635000000.0,21023000000.0,21023000000.0,0.0,0.0,0.0,22769000000.0,24404000000.0,1930000000,-1762000000.0,146000000.0,0.0,21020000000.0,0.0,0.0
6,CHTR,2013-12-31,21000000.0,0.0,21000000.0,234000000.0,0.0,322000000.0,7981000000.0,0.0,0.0,0.0,16973000000.0,17295000000.0,1467000000.0,0.0,1467000000.0,14181000000.0,14181000000.0,0.0,0.0,0.0,15677000000.0,17144000000.0,1760000000,-1568000000.0,151000000.0,0.0,14160000000.0,0.0,0.0
7,CHTR,2012-12-31,7000000.0,0.0,7000000.0,234000000.0,0.0,333000000.0,7206000000.0,0.0,0.0,0.0,15266000000.0,15599000000.0,1224000000.0,0.0,1224000000.0,12808000000.0,12808000000.0,0.0,0.0,0.0,14226000000.0,15450000000.0,1616000000,-1392000000.0,149000000.0,0.0,12801000000.0,0.0,0.0
8,CHTR,2011-12-31,2000000.0,0.0,2000000.0,272000000.0,0.0,370000000.0,6897000000.0,0.0,0.0,0.0,15235000000.0,15605000000.0,1153000000.0,0.0,1153000000.0,12856000000.0,12856000000.0,0.0,0.0,0.0,14043000000.0,15196000000.0,1556000000,-1082000000.0,409000000.0,0.0,12854000000.0,0.0,0.0
9,CHTR,2010-12-31,32000000.0,0.0,32000000.0,247000000.0,0.0,356000000.0,6819000000.0,2951000000.0,0.0,0.0,15381000000.0,15737000000.0,1049000000.0,0.0,1049000000.0,12306000000.0,12306000000.0,0.0,568000000.0,0.0,13210000000.0,14259000000.0,-57000000.0,-235000000.0,1478000000.0,0.0,12274000000.0,77000000.0,0.0
0,AMGN,2019-12-31,6037000000.0,2874000000.0,8911000000.0,4057000000.0,3584000000.0,18440000000.0,4928000000.0,34116000000.0,0.0,0.0,41267000000.0,59707000000.0,1371000000.0,2953000000.0,12835000000.0,26950000000.0,29903000000.0,0.0,0.0,0.0,29162000000.0,50034000000.0,31530999999.9999,-21330000000.0,9673000000.0,2874000000.0,23866000000.0,0.0,8037000000.0
1,AMGN,2018-12-31,6945000000.0,22359000000.0,29304000000.0,3580000000.0,2940000000.0,37618000000.0,4958000000.0,22142000000.0,0.0,0.0,28798000000.0,66416000000.0,1207000000.0,4419000000.0,13488000000.0,29510000000.0,33929000000.0,0.0,0.0,0.0,31658000000.0,53916000000.0,31245999999.9999,-17977000000.0,12500000000.0,22359000000.0,26984000000.0,0.0,8770000000.0
2,AMGN,2017-12-31,3800000000.0,37878000000.0,41678000000.0,3237000000.0,2834000000.0,49476000000.0,4989000000.0,23370000000.0,0.0,0.0,30478000000.0,79954000000.0,1352000000.0,1152000000.0,9020000000.0,34190000000.0,35342000000.0,0.0,0.0,0.0,36594000000.0,54713000000.0,30991999999.9999,-5072000000.0,25241000000.0,37878000000.0,31542000000.0,0.0,9099000000.0
3,AMGN,2016-12-31,3241000000.0,34844000000.0,38085000000.0,3165000000.0,2745000000.0,46010000000.0,4961000000.0,25030000000.0,0.0,0.0,31616000000.0,77626000000.0,917000000.0,4403000000.0,11204000000.0,30193000000.0,34596000000.0,0.0,0.0,0.0,34128000000.0,47751000000.0,30783999999.9999,-438000000.0,29875000000.0,34844000000.0,31355000000.0,0.0,2419000000.0
4,AMGN,2015-12-31,4144000000.0,27238000000.0,31382000000.0,2995000000.0,2435000000.0,38518000000.0,4907000000.0,26428000000.0,0.0,0.0,33058000000.0,71576000000.0,965000000.0,2250000000.0,8667000000.0,29306000000.0,31556000000.0,0.0,0.0,0.0,34826000000.0,43493000000.0,30648999999.9999,-2086000000.0,28083000000.0,27238000000.0,27412000000.0,0.0,0.0
5,AMGN,2014-12-31,3731000000.0,23295000000.0,27026000000.0,2546000000.0,2647000000.0,34713000000.0,5223000000.0,27481000000.0,0.0,0.0,34296000000.0,69009000000.0,1212000000.0,500000000.0,7008000000.0,30215000000.0,30715000000.0,0.0,0.0,0.0,36223000000.0,43231000000.0,30409999999.9999,-4624000000.0,25778000000.0,23295000000.0,26984000000.0,0.0,0.0
6,AMGN,2013-12-31,3805000000.0,15596000000.0,19401000000.0,2697000000.0,3019000000.0,27367000000.0,5349000000.0,28230000000.0,0.0,0.0,38758000000.0,66125000000.0,787000000.0,2505000000.0,7947000000.0,29623000000.0,32128000000.0,0.0,0.0,0.0,36082000000.0,44029000000.0,29890999999.9999,-7634000000.0,22096000000.0,15596000000.0,28323000000.0,0.0,0.0
7,AMGN,2012-12-31,3257000000.0,20804000000.0,24061000000.0,2518000000.0,2744000000.0,31209000000.0,5326000000.0,16630000000.0,0.0,0.0,23089000000.0,54298000000.0,905000000.0,2495000000.0,8191000000.0,24034000000.0,26529000000.0,0.0,0.0,0.0,27047000000.0,35238000000.0,29336999999.9999,-10423000000.0,19060000000.0,20804000000.0,23272000000.0,0.0,0.0
8,AMGN,2011-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,AMGN,2010-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,AMGN,2009-12-31,2884000000.0,10558000000.0,13442000000.0,2109000000.0,2220000000.0,18932000000.0,5738000000.0,13902000000.0,0.0,0.0,20697000000.0,39629000000.0,574000000.0,0.0,3873000000.0,10601000000.0,10601000000.0,0.0,0.0,0.0,13089000000.0,16962000000.0,45000000.0,-4322000000.0,22667000000.0,10558000000.0,-2841000000.0,1161000000.0,3299000000.0
0,AVGO,2019-11-03,5055000000.0,0.0,5055000000.0,3259000000.0,874000000.0,9917000000.0,2565000000.0,54268000000.0,0.0,50000000.0,57576000000.0,67493000000.0,855000000.0,2787000000.0,6899000000.0,30011000000.0,32798000000.0,1501000000.0,229000000.0,0.0,37105000000.0,42552000000.0,25081000000,0.0,24941000000.0,0.0,27743000000.0,0.0,-1452000000.0
1,AVGO,2018-11-04,4292000000.0,0.0,4292000000.0,3325000000.0,1124000000.0,9107000000.0,2635000000.0,37675000000.0,0.0,284000000.0,41017000000.0,50124000000.0,811000000.0,0.0,2338000000.0,17493000000.0,17493000000.0,164000000.0,162000000.0,0.0,21975000000.0,23467000000.0,23284999999.999,3487000000.0,26657000000.0,0.0,13201000000.0,0.0,0.0
2,AVGO,2017-10-29,11204000000.0,0.0,11204000000.0,2448000000.0,1447000000.0,15823000000.0,2599000000.0,35538000000.0,0.0,0.0,38595000000.0,54418000000.0,1105000000.0,117000000.0,2529000000.0,17431000000.0,17548000000.0,0.0,0.0,0.0,28703000000.0,31232000000.0,-91000000.0,-129000000.0,20285000000.0,0.0,6344000000.0,724000000.0,1307000000.0
3,AVGO,2016-10-30,3097000000.0,0.0,3097000000.0,2181000000.0,1400000000.0,7125000000.0,2509000000.0,39800000000.0,0.0,0.0,42841000000.0,49966000000.0,1261000000.0,454000000.0,3078000000.0,13188000000.0,13642000000.0,0.0,0.0,0.0,25012000000.0,28090000000.0,-134000000.0,-215000000.0,18892000000.0,0.0,10545000000.0,447000000.0,1363000000.0
4,AVGO,2015-11-01,1822000000.0,0.0,1822000000.0,1019000000.0,524000000.0,3759000000.0,1460000000.0,4951000000.0,0.0,0.0,6756000000.0,10515000000.0,617000000.0,46000000.0,1119000000.0,3826000000.0,3872000000.0,0.0,0.0,0.0,4682000000.0,5801000000.0,-73000000.0,2240000000.0,4714000000.0,0.0,2050000000.0,394000000.0,456000000.0
5,AVGO,2014-11-02,1604000000.0,0.0,1604000000.0,782000000.0,519000000.0,3835000000.0,1158000000.0,5213000000.0,0.0,0.0,6656000000.0,10491000000.0,515000000.0,46000000.0,1016000000.0,5463000000.0,5509000000.0,0.0,0.0,0.0,6232000000.0,7248000000.0,-50000000.0,1284000000.0,3243000000.0,0.0,3905000000.0,930000000.0,455000000.0
6,AVGO,2013-11-03,985000000.0,0.0,985000000.0,418000000.0,285000000.0,1818000000.0,661000000.0,883000000.0,0.0,0.0,1597000000.0,3415000000.0,278000000.0,0.0,414000000.0,0.0,0.0,0.0,0.0,0.0,115000000.0,529000000.0,-6000000.0,1305000000.0,2886000000.0,0.0,-985000000.0,130000000.0,136000000.0
7,AVGO,2012-10-28,1084000000.0,0.0,1084000000.0,341000000.0,194000000.0,1691000000.0,503000000.0,602000000.0,0.0,0.0,1171000000.0,2862000000.0,248000000.0,1000000.0,346000000.0,2000000.0,3000000.0,0.0,0.0,0.0,97000000.0,443000000.0,-11000000.0,951000000.0,2419000000.0,0.0,-1081000000.0,72000000.0,97000000.0
8,AVGO,2011-10-30,829000000.0,0.0,829000000.0,328000000.0,194000000.0,1393000000.0,316000000.0,676000000.0,0.0,0.0,1053000000.0,2446000000.0,221000000.0,2000000.0,350000000.0,4000000.0,6000000.0,0.0,0.0,0.0,90000000.0,440000000.0,2000000.0,525000000.0,2006000000.0,0.0,-823000000.0,42000000.0,127000000.0
9,AVGO,2010-10-31,561000000.0,0.0,561000000.0,285000000.0,189000000.0,1087000000.0,281000000.0,745000000.0,0.0,0.0,1070000000.0,2157000000.0,198000000.0,232000000.0,565000000.0,4000000.0,236000000.0,0.0,0.0,0.0,87000000.0,652000000.0,-4000000.0,59000000.0,1505000000.0,0.0,-325000000.0,52000000.0,135000000.0
10,AVGO,2009-11-01,472000000.0,0.0,472000000.0,186000000.0,162000000.0,1106000000.0,264000000.0,818000000.0,0.0,0.0,297000000.0,1970000000.0,154000000.0,366000000.0,633000000.0,233000000.0,599000000.0,0.0,0.0,0.0,297000000.0,930000000.0,3000000.0,-356000000.0,1040000000.0,0.0,127000000.0,44000000.0,113000000.0
0,GILD,2019-12-31,11631000000.0,12721000000.0,24352000000.0,3582000000.0,922000000.0,30296000000.0,4502000000.0,17903000000.0,1488000000.0,0.0,31331000000.0,61627000000.0,713000000.0,2499000000.0,9759000000.0,22094000000.0,24593000000.0,0.0,0.0,0.0,29218000000.0,39102000000.0,3051000000,19388000000.0,22525000000.0,14209000000.0,12962000000.0,0.0,125000000.0
1,GILD,2018-12-31,17940000000.0,12149000000.0,30089000000.0,3327000000.0,814000000.0,35836000000.0,4006000000.0,19855000000.0,1423000000.0,0.0,27839000000.0,63675000000.0,790000000.0,2748000000.0,10605000000.0,24574000000.0,27322000000.0,0.0,0.0,0.0,31536000000.0,42288000000.0,2282000000,19024000000.0,21387000000.0,13572000000.0,9382000000.0,0.0,147000000.0
2,GILD,2017-12-31,7588000000.0,17922000000.0,25510000000.0,3851000000.0,801000000.0,31823000000.0,3295000000.0,21259000000.0,11184000000.0,0.0,38460000000.0,70283000000.0,814000000.0,2747000000.0,11635000000.0,30795000000.0,33542000000.0,0.0,0.0,0.0,38147000000.0,49841000000.0,1264000000,19012000000.0,20442000000.0,29106000000.0,25954000000.0,0.0,59000000.0
3,GILD,2016-12-31,8229000000.0,3666000000.0,11895000000.0,4514000000.0,1587000000.0,20445000000.0,2865000000.0,10143000000.0,20485000000.0,402000000.0,36532000000.0,56977000000.0,1206000000.0,0.0,9219000000.0,26346000000.0,26346000000.0,202000000.0,0.0,0.0,28395000000.0,38090000000.0,454000000,18154000000.0,18887000000.0,24151000000.0,18117000000.0,0.0,476000000.0
4,GILD,2015-12-31,12851000000.0,1756000000.0,14607000000.0,5854000000.0,1955000000.0,24763000000.0,2276000000.0,11419000000.0,11601000000.0,324000000.0,27076000000.0,51839000000.0,1178000000.0,983000000.0,9891000000.0,21195000000.0,22178000000.0,440000000.0,0.0,0.0,22833000000.0,33305000000.0,444000000,18001000000.0,18534000000.0,13357000000.0,9327000000.0,0.0,581000000.0
5,GILD,2014-12-31,10027000000.0,101000000.0,10128000000.0,4635000000.0,1386000000.0,17714000000.0,1674000000.0,12245000000.0,1598000000.0,236000000.0,16950000000.0,34664000000.0,955000000.0,483000000.0,5761000000.0,11921000000.0,12404000000.0,134000000.0,105000000.0,0.0,12507000000.0,19238000000.0,2391000000,12732000000.0,15426000000.0,1699000000.0,2377000000.0,0.0,970000000.0
6,GILD,2013-12-31,2112806000.0,18756000.0,2131562000.0,2100286000.0,2055788000.0,7273753000.0,1166181000.0,13069129000.0,439028000.0,154765000.0,15223032000.0,22496785000.0,1255914000.0,2697044000.0,6325421000.0,3938708000.0,6635752000.0,110640000.0,10855000.0,0.0,4200620000.0,11127718000.0,5386735000,6105244000.0,11369067000.0,457784000.0,4522946000.0,0.0,601677000.0
7,GILD,2012-12-31,1803694000.0,58556000.0,1862250000.0,1751388000.0,1744982000.0,6156347000.0,1100259000.0,12797312000.0,719836000.0,131107000.0,15083491000.0,21239838000.0,1327339000.0,1169490000.0,4270020000.0,7054555000.0,8224045000.0,103162000.0,13403000.0,0.0,7418949000.0,11930099000.0,5649850000,3704744000.0,9309739000.0,778392000.0,6420351000.0,0.0,241130000.0
8,GILD,2011-12-31,9883777000.0,16491000.0,9900268000.0,1951167000.0,1389983000.0,13918785000.0,774406000.0,2066966000.0,63704000.0,144015000.0,3384349000.0,17303134000.0,1206052000.0,1572000.0,2514790000.0,7605734000.0,7607306000.0,74665000.0,40583000.0,0.0,7993495000.0,10564278000.0,4903143000,1776760000.0,6738856000.0,80195000.0,-2276471000.0,0.0,55993000.0
9,GILD,2010-12-31,907879000.0,1190789000.0,2098668000.0,1621966000.0,1203809000.0,5708082000.0,701235000.0,1425592000.0,3219403000.0,153379000.0,5884548000.0,11592630000.0,803025000.0,646345000.0,2464950000.0,2838573000.0,3484918000.0,103175000.0,1862000.0,0.0,3178157000.0,5728901000.0,4648286000,1183730000.0,5863729000.0,4410192000.0,2577039000.0,0.0,85794000.0
10,GILD,2009-12-31,1272958000.0,384017000.0,1656975000.0,1389534000.0,1051771000.0,4812558000.0,699970000.0,1524777000.0,2247871000.0,670774000.0,4886001000.0,9698559000.0,810544000.0,5587000.0,1871631000.0,1155443000.0,1161030000.0,165747000.0,255006000.0,0.0,1321770000.0,3193401000.0,-5758000.0,1995272000.0,6367065000.0,2631888000.0,-495945000.0,714278000.0,1055500000.0
0,TXN,2019-12-31,2437000000.0,2950000000.0,5387000000.0,1074000000.0,2001000000.0,8761000000.0,3303000000.0,4702000000.0,300000000.0,197000000.0,9257000000.0,18018000000.0,388000000.0,500000000.0,2123000000.0,5303000000.0,5803000000.0,0.0,46000000.0,0.0,6895000000.0,9111000000.0,0.0,39898000000.0,8907000000.0,3250000000.0,3366000000.0,0.0,93000000.0
