,ticker,date,Depreciation & Amortization,Stock-based compensation,Operating Cash Flow,Capital Expenditure,Acquisitions and disposals,Investment purchases and sales,Investing Cash flow,Issuance (repayment) of debt,Issuance (buybacks) of shares,Dividend payments,Financing Cash Flow,Effect of forex changes on cash,Net cash flow / Change in cash,Free Cash Flow,Net Cash/Marketcap
8,MDLZ,2011-12-31,1485000000.0,181000000.0,4520000000.0,1771000000.0,-0.0,0.0,-1728000000.0,-1114000000.0,-1974000000.0,-2043000000.0,-3175000000.0,-124000000.0,-507000000.0,2749000000.0,0.0
9,MDLZ,2010-12-31,1440000000.0,174000000.0,3748000000.0,1661000000.0,-9848000000.0,0.0,-7462000000.0,-2134000000.0,-2481000000.0,-2175000000.0,4188000000.0,-94000000.0,380000000.0,2087000000.0,0.0
10,MDLZ,2009-12-31,931000000.0,164000000.0,5084000000.0,-1280000000.0,41000000.0,0.0,-1239000000.0,-1411000000.0,-10000000.0,-1712000000.0,-3133000000.0,145000000.0,857000000.0,3804000000.0,-0.421
0,INTU,2019-07-31,225000000.0,401000000.0,2324000000.0,76000000.0,-64000000.0,-921000000.0,-566000000.0,-50000000.0,-556000000.0,-501000000.0,-1034000000.0,-3000000.0,2116000000.0,2248000000.0,0.0
1,INTU,2018-07-31,253000000.0,382000000.0,2112000000.0,38000000.0,-363000000.0,-265000000.0,-532000000.0,-50000000.0,-272000000.0,-407000000.0,-634000000.0,-11000000.0,935000000.0,2074000000.0,0.0
2,INTU,2017-07-31,236000000.0,326000000.0,1599000000.0,102000000.0,-0.0,-649000000.0,-85000000.0,-512000000.0,-839000000.0,-353000000.0,-1632000000.0,9000000.0,-109000000.0,1497000000.0,0.0
3,INTU,2016-07-31,238000000.0,281000000.0,1401000000.0,416000000.0,-0.0,-1846000000.0,371000000.0,-0.0,-2264000000.0,-318000000.0,-1940000000.0,-2000000.0,-170000000.0,985000000.0,0.0
4,INTU,2015-07-31,231000000.0,257000000.0,1504000000.0,142000000.0,-95000000.0,-1089000000.0,-182000000.0,-0.0,-1245000000.0,-283000000.0,-1337000000.0,-26000000.0,-41000000.0,1362000000.0,0.0
5,INTU,2014-07-31,197000000.0,204000000.0,1446000000.0,119000000.0,-471000000.0,-1998000000.0,-49000000.0,-0.0,-1577000000.0,-220000000.0,-1551000000.0,-6000000.0,-160000000.0,1327000000.0,0.0
6,INTU,2013-07-31,232000000.0,195000000.0,1366000000.0,143000000.0,-17000000.0,-600000000.0,-485000000.0,-0.0,-292000000.0,-203000000.0,-262000000.0,-3000000.0,616000000.0,1223000000.0,0.0
7,INTU,2012-07-31,242000000.0,169000000.0,1246000000.0,145000000.0,-392000000.0,-551000000.0,-225000000.0,-500000000.0,-900000000.0,-178000000.0,-1344000000.0,-6000000.0,-329000000.0,1101000000.0,0.0
8,INTU,2011-07-31,241000000.0,153000000.0,1013000000.0,129000000.0,-0.0,-663000000.0,497000000.0,-0.0,-1360000000.0,-0.0,-1006000000.0,4000000.0,508000000.0,884000000.0,0.0
9,INTU,2010-07-31,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10,INTU,2009-07-31,275000000.0,142000000.0,812000000.0,-202000000.0,-161000000.0,-67000000.0,-432000000.0,0.0,-102000000.0,0.0,-110000000.0,-4000000.0,266000000.0,610000000.0,0.0364
0,FISV,2019-12-31,1778000000.0,229000000.0,2795000000.0,721000000.0,-16005000000.0,-45000000.0,-16602000000.0,-247000000.0,0.0,-118000000.0,14191000000.0,1000000.0,0.0,2074000000.0,0.0
1,FISV,2018-12-31,556000000.0,73000000.0,1552000000.0,360000000.0,-712000000.0,-1946000000.0,-710000000.0,-4005000000.0,-1946000000.0,-0.0,-842000000.0,0.0,0.0,1192000000.0,0.0
2,FISV,2017-12-31,433000000.0,63000000.0,1483000000.0,287000000.0,-384000000.0,-1223000000.0,-657000000.0,-1985000000.0,-1223000000.0,-0.0,-820000000.0,0.0,0.0,1196000000.0,0.0
3,FISV,2016-12-31,411000000.0,68000000.0,1431000000.0,290000000.0,-265000000.0,-1245000000.0,-554000000.0,-1863000000.0,-1245000000.0,-0.0,-852000000.0,0.0,0.0,1141000000.0,0.0
4,FISV,2015-12-31,417000000.0,65000000.0,1346000000.0,359000000.0,-0.0,-1522000000.0,-360000000.0,-2707000000.0,-1522000000.0,-0.0,-1005000000.0,0.0,0.0,987000000.0,0.0
5,FISV,2014-12-31,404000000.0,49000000.0,1307000000.0,292000000.0,-0.0,-1148000000.0,-181000000.0,-653000000.0,-1148000000.0,-0.0,-1126000000.0,0.0,0.0,1015000000.0,0.0
6,FISV,2013-12-31,403000000.0,46000000.0,1039000000.0,236000000.0,-30000000.0,-578000000.0,-148000000.0,-2590000000.0,-578000000.0,-0.0,-873000000.0,0.0,18000000.0,803000000.0,0.0
7,FISV,2012-12-31,354000000.0,44000000.0,835000000.0,195000000.0,-0.0,-634000000.0,-138000000.0,-1642000000.0,-634000000.0,-0.0,-706000000.0,0.0,-9000000.0,640000000.0,0.0
8,FISV,2011-12-31,349000000.0,39000000.0,953000000.0,192000000.0,-511000000.0,-533000000.0,-665000000.0,-1226000000.0,-533000000.0,-0.0,-498000000.0,0.0,-210000000.0,761000000.0,0.0
9,FISV,2010-12-31,339000000.0,39000000.0,958000000.0,175000000.0,-9000000.0,-413000000.0,-116000000.0,-1060000000.0,-413000000.0,-0.0,-671000000.0,0.0,171000000.0,783000000.0,0.0
10,FISV,2009-12-31,333000000.0,36000000.0,844000000.0,-198000000.0,-57000000.0,0.0,673000000.0,-475000000.0,-130000000.0,0.0,-1422000000.0,0.0,95000000.0,646000000.0,-0.4394
0,AMD,2019-12-28,288000000.0,197000000.0,493000000.0,217000000.0,-0.0,-284000000.0,-149000000.0,-403000000.0,-1466000000.0,-0.0,43000000.0,0.0,1466000000.0,276000000.0,0.0
1,AMD,2018-12-29,208000000.0,137000000.0,34000000.0,163000000.0,-0.0,0.0,1016000000.0,-41000000.0,-1078000000.0,-0.0,28000000.0,0.0,1078000000.0,-129000000.0,0.0
2,AMD,2017-12-30,180000000.0,97000000.0,68000000.0,113000000.0,-0.0,0.0,-114000000.0,-110000000.0,-1185000000.0,-0.0,-33000000.0,0.0,-79000000.0,-45000000.0,0.0
3,AMD,2016-12-31,154000000.0,86000000.0,90000000.0,77000000.0,-0.0,0.0,267000000.0,-1113000000.0,-597000000.0,-0.0,122000000.0,0.0,479000000.0,13000000.0,0.0
4,AMD,2015-12-26,178000000.0,63000000.0,-226000000.0,96000000.0,-0.0,0.0,147000000.0,-44000000.0,-780000000.0,-0.0,59000000.0,0.0,-20000000.0,-322000000.0,0.0
5,AMD,2014-12-27,220000000.0,81000000.0,-98000000.0,95000000.0,-0.0,0.0,-12000000.0,-1115000000.0,-801000000.0,-0.0,46000000.0,0.0,-64000000.0,-193000000.0,0.0
6,AMD,2013-12-28,261000000.0,91000000.0,-148000000.0,84000000.0,-0.0,0.0,455000000.0,-55000000.0,-866000000.0,-0.0,13000000.0,0.0,320000000.0,-232000000.0,0.0
7,AMD,2012-12-29,283000000.0,97000000.0,-338000000.0,133000000.0,-281000000.0,0.0,-19000000.0,-489000000.0,-535000000.0,-0.0,37000000.0,0.0,-320000000.0,-471000000.0,0.0
8,AMD,2011-12-31,337000000.0,90000000.0,382000000.0,250000000.0,-0.0,0.0,-113000000.0,-209000000.0,-851000000.0,-0.0,-6000000.0,0.0,263000000.0,132000000.0,0.0
9,AMD,2010-12-25,397000000.0,87000000.0,-412000000.0,148000000.0,-0.0,69000000.0,-1123000000.0,-1074000000.0,-591000000.0,-0.0,484000000.0,0.0,-1051000000.0,-560000000.0,0.0
10,AMD,2009-12-26,1128000000.0,75000000.0,473000000.0,-466000000.0,58000000.0,-869000000.0,-1273000000.0,509000000.0,125000000.0,0.0,1524000000.0,0.0,724000000.0,7000000.0,-0.2859
0,VRTX,2019-12-31,106941000.0,360489000.0,1569330000.0,75451000.0,-1154212000.0,-729211000.0,-1235318000.0,-0.0,-192015000.0,-0.0,126773000.0,1643000.0,462428000.0,1493879000.0,0.0
1,VRTX,2018-12-31,72420000.0,325047000.0,1270286000.0,95524000.0,-0.0,-350043000.0,-202158000.0,-0.0,-350043000.0,-0.0,-71219000.0,-6182000.0,990727000.0,1174762000.0,0.0
2,VRTX,2017-12-31,61397000.0,290736000.0,844942000.0,99421000.0,-0.0,0.0,-437681000.0,-0.0,-1665412000.0,-0.0,68404000.0,5802000.0,481467000.0,745521000.0,0.0
3,VRTX,2016-12-31,61398000.0,237705000.0,236103000.0,56563000.0,-0.0,0.0,104469000.0,-75000000.0,-1183945000.0,-0.0,133271000.0,-4666000.0,1183945000.0,179540000.0,0.0
4,VRTX,2015-12-31,62343000.0,231025000.0,-365432000.0,125302000.0,-0.0,0.0,268856000.0,-0.0,-714768000.0,-0.0,188919000.0,-2834000.0,714768000.0,-490734000.0,0.0
5,VRTX,2014-12-31,63257000.0,177542000.0,-513199000.0,61201000.0,-0.0,0.0,73959000.0,8050000.0,-625259000.0,-0.0,497376000.0,-2176000.0,625259000.0,-574400000.0,0.0
6,VRTX,2013-12-31,48365000.0,127303000.0,-51570000.0,51393000.0,-0.0,0.0,439985000.0,-158000.0,-569299000.0,-0.0,180884000.0,4708000.0,569299000.0,-102963000.0,0.0
7,VRTX,2012-12-31,38191000.0,114285000.0,267841000.0,71140000.0,-0.0,0.0,-425817000.0,-0.0,-489407000.0,-0.0,172204000.0,-141000.0,489407000.0,196701000.0,0.0
8,VRTX,2011-12-31,53450000.0,118226000.0,143735000.0,94595000.0,-0.0,0.0,212412000.0,-155000000.0,-475320000.0,-0.0,-124238000.0,214000.0,475320000.0,49140000.0,0.0
9,VRTX,2010-12-31,44048000.0,91124000.0,-635442000.0,38054000.0,-0.0,0.0,7301000.0,-0.0,-243197000.0,-0.0,425057000.0,-377000.0,-203461000.0,-673496000.0,0.0
10,VRTX,2009-12-31,30107000.0,92766000.0,-427586000.0,-23496000.0,-87422000.0,-398493000.0,-508732000.0,149902000.0,849235000.0,0.0,999006000.0,-5145000.0,57543000.0,-451082000.0,0.1496
0,ADP,2019-06-30,1232900000.0,167300000.0,2688300000.0,404500000.0,-125500000.0,-5360300000.0,-2197700000.0,-2100000.0,-937700000.0,-1293000000.0,-207700000.0,-28800000.0,1949200000.0,2283800000.0,0.0
1,ADP,2018-06-30,306100000.0,175400000.0,2515200000.0,264700000.0,-612400000.0,-5866100000.0,-2504600000.0,-7300000.0,-989300000.0,-1063700000.0,-1655900000.0,5800000.0,2170000000.0,2250500000.0,0.0
2,ADP,2017-06-30,230200000.0,138900000.0,2125900000.0,230400000.0,-87400000.0,-5642400000.0,5730400000.0,-2000000.0,-1259600000.0,-995200000.0,-8281700000.0,14700000.0,-410700000.0,1895500000.0,0.0
3,ADP,2016-06-30,194500000.0,137600000.0,1859900000.0,217500000.0,-0.0,-7032000000.0,-9087200000.0,-1500000.0,-1155700000.0,-943600000.0,8790100000.0,-11000000.0,1551800000.0,1642400000.0,0.0
4,ADP,2015-06-30,177600000.0,143200000.0,1905600000.0,176700000.0,-8100000.0,-6604800000.0,-3760300000.0,-2300000.0,-1557200000.0,-927600000.0,1616700000.0,-106300000.0,-344300000.0,1728900000.0,0.0
5,ADP,2014-06-30,430600000.0,138400000.0,1821400000.0,151100000.0,-25700000.0,-4082200000.0,813300000.0,-3300000.0,-667300000.0,-883100000.0,-2358200000.0,8000000.0,284500000.0,1670300000.0,0.0
6,ADP,2013-06-30,396300000.0,96400000.0,1577200000.0,108300000.0,-42000000.0,-5549900000.0,-1578400000.0,-17500000.0,-647300000.0,-805500000.0,151000000.0,1200000.0,151000000.0,1468900000.0,0.0
7,ADP,2012-06-30,383300000.0,78700000.0,1910200000.0,109500000.0,-265700000.0,-5854800000.0,3243600000.0,-2000000.0,-741300000.0,-739700000.0,-4953900000.0,-41200000.0,158700000.0,1800700000.0,0.0
8,ADP,2011-06-30,371800000.0,76300000.0,1705800000.0,95800000.0,-776000000.0,-5503700000.0,-7340600000.0,-5700000.0,-732800000.0,-692400000.0,5339200000.0,41700000.0,-253900000.0,1610000000.0,0.0
9,ADP,2010-06-30,366500000.0,67600000.0,0.0,123800000.0,-100000000.0,-4613100000.0,-2379500000.0,-2900000.0,-766400000.0,-673400000.0,0.0,-13600000.0,-622000000.0,-123800000.0,0.0
10,ADP,2009-06-30,307700000.0,94500000.0,1562600000.0,-228100000.0,-67100000.0,-358900000.0,-644100000.0,708800000.0,-497700000.0,-629400000.0,468400000.0,-39100000.0,1347800000.0,1334500000.0,0.0976
0,REGN,2019-12-31,210300000.0,464300000.0,2430000000.0,429600000.0,-0.0,-1874100000.0,-2027800000.0,-0.0,-64100000.0,-0.0,-252100000.0,0.0,150100000.0,2000400000.0,0.0
1,REGN,2018-12-31,148200000.0,427400000.0,2195100000.0,383100000.0,-0.0,-1074300000.0,-1463000000.0,-0.0,110100000.0,-0.0,-77100000.0,0.0,655000000.0,1812000000.0,0.0
2,REGN,2017-12-31,145467000.0,507277000.0,1307112000.0,272626000.0,-0.0,-732556000.0,-1005182000.0,-76925000.0,-572520000.0,-0.0,-24400000.0,0.0,277530000.0,1034486000.0,0.0
3,REGN,2016-12-31,104745000.0,559878000.0,1473396000.0,511941000.0,-0.0,-534963000.0,-1046904000.0,14795000.0,-408464000.0,-0.0,-700391000.0,0.0,-273899000.0,961455000.0,0.0
4,REGN,2015-12-31,74909000.0,459049000.0,1330780000.0,677933000.0,-0.0,-229668000.0,-907601000.0,-192487000.0,-602744000.0,-0.0,-262796000.0,0.0,160383000.0,652847000.0,0.0
5,REGN,2014-12-31,52686000.0,307238000.0,743157000.0,333006000.0,-0.0,-87771000.0,-420777000.0,-220639000.0,-522674000.0,-0.0,-209269000.0,0.0,113111000.0,410151000.0,0.0
6,REGN,2013-12-31,41204000.0,198399000.0,583648000.0,156323000.0,-0.0,-199132000.0,-355455000.0,-0.0,-478215000.0,-0.0,77139000.0,0.0,305332000.0,427325000.0,0.0
7,REGN,2012-12-31,36940000.0,94157000.0,-74615000.0,49337000.0,-0.0,-31184000.0,-81073000.0,-0.0,-166727000.0,-0.0,-97646000.0,0.0,-253334000.0,-123952000.0,0.0
8,REGN,2011-12-31,31082000.0,56094000.0,-141682000.0,57217000.0,-0.0,185965000.0,128471000.0,-0.0,-465101000.0,-0.0,384249000.0,0.0,371038000.0,-198899000.0,0.0
9,REGN,2010-12-31,19687000.0,39897000.0,96344000.0,99689000.0,-0.0,-328523000.0,-434153000.0,-0.0,84218000.0,-0.0,243306000.0,0.0,-94503000.0,-3345000.0,0.0
10,REGN,2009-12-31,14247000.0,31259000.0,-69936000.0,-97318000.0,0.0,95170000.0,-2148000.0,22765000.0,8598000.0,0.0,31363000.0,0.0,-40721000.0,-167254000.0,0.1194
0,ISRG,2019-12-31,222100000.0,335800000.0,1598200000.0,425600000.0,-59700000.0,-1045900000.0,-1154400000.0,-0.0,-269500000.0,-0.0,-168400000.0,-2200000.0,273200000.0,1172600000.0,0.0
1,ISRG,2018-12-31,131600000.0,261200000.0,1169600000.0,187400000.0,-87900000.0,-1048300000.0,-1049600000.0,-0.0,0.0,-0.0,126300000.0,-100000.0,246200000.0,982200000.0,0.0
2,ISRG,2017-12-31,77900000.0,209100000.0,1143900000.0,190700000.0,-0.0,-3565900000.0,378700000.0,-0.0,-2274000000.0,-0.0,-1913100000.0,2100000.0,-388400000.0,953200000.0,0.0
3,ISRG,2016-12-31,56200000.0,177600000.0,1042900000.0,53900000.0,-0.0,-1657900000.0,-1279400000.0,-0.0,-42500000.0,-0.0,558500000.0,0.0,322000000.0,989000000.0,0.0
4,ISRG,2015-12-31,63100000.0,167900000.0,771900000.0,81000000.0,-0.0,-1185300000.0,-849500000.0,-0.0,-183700000.0,-0.0,193400000.0,-1500000.0,114300000.0,690900000.0,0.0
5,ISRG,2014-12-31,40500000.0,168900000.0,665100000.0,105600000.0,-0.0,-1629900000.0,-153900000.0,-0.0,-1000000000.0,-0.0,-692400000.0,-600000.0,-181800000.0,559500000.0,0.0
6,ISRG,2013-12-31,67300000.0,168900000.0,880000000.0,104600000.0,-0.0,-1730500000.0,259000000.0,-0.0,-1109200000.0,-0.0,-910600000.0,0.0,228400000.0,775400000.0,0.0
7,ISRG,2012-12-31,24700000.0,153300000.0,814200000.0,141800000.0,-0.0,-1272000000.0,-845700000.0,-0.0,-238300000.0,-0.0,119200000.0,200000.0,87900000.0,672400000.0,0.0
8,ISRG,2011-12-31,46500000.0,136400000.0,677600000.0,82900000.0,-0.0,-727900000.0,-479000000.0,-0.0,-331800000.0,-0.0,-12400000.0,-200000.0,186000000.0,594700000.0,0.0
9,ISRG,2010-12-31,40400000.0,117600000.0,528000000.0,96000000.0,-0.0,-579100000.0,-476500000.0,-0.0,-198600000.0,-0.0,7700000.0,-800000.0,58400000.0,432000000.0,0.0
10,ISRG,2009-12-31,34600000.0,95500000.0,392200000.0,-53400000.0,0.0,-246100000.0,-299500000.0,0.0,-91300000.0,0.0,-66200000.0,300000.0,26800000.0,338800000.0,0.0479
0,BKNG,2019-12-31,527000000.0,325000000.0,4865000000.0,368000000.0,-0.0,-8859000000.0,7050000000.0,-425000000.0,-8187000000.0,-0.0,-8220000000.0,-8000000.0,3687000000.0,4497000000.0,0.0
1,BKNG,2018-12-31,485000000.0,331000000.0,5338000000.0,442000000.0,-0.0,-5971000000.0,2215000000.0,-0.0,-5971000000.0,-0.0,-7431000000.0,-40000000.0,82000000.0,4896000000.0,0.0
2,BKNG,2017-12-31,441816000.0,261274000.0,4662036000.0,287805000.0,-0.0,-1827919000.0,-4202035000.0,-15118000.0,-1827919000.0,-0.0,-78663000.0,99996000.0,481334000.0,4374231000.0,0.0
3,BKNG,2016-12-31,385867000.0,249726000.0,3924697000.0,219889000.0,-0.0,-1013526000.0,-3333295000.0,-0.0,-1013526000.0,-0.0,57737000.0,0.0,2081075000.0,3704808000.0,0.0
4,BKNG,2015-12-31,346759000.0,249133000.0,3102231000.0,173915000.0,-0.0,-3089055000.0,-3894518000.0,-0.0,-3089055000.0,-0.0,-729996000.0,-149103000.0,-1671386000.0,2928316000.0,0.0
5,BKNG,2014-12-31,267780000.0,189292000.0,2914397000.0,131504000.0,-0.0,-11302592000.0,-2348544000.0,-17464000.0,-750378000.0,-0.0,1428994000.0,-136190000.0,1858657000.0,2782893000.0,0.0
6,BKNG,2013-12-31,181591000.0,142098000.0,2301436000.0,84445000.0,-0.0,-883515000.0,-2144280000.0,-1018000.0,-883515000.0,-0.0,-403511000.0,17987000.0,-246355000.0,2216991000.0,0.0
7,BKNG,2012-12-31,110173000.0,72035000.0,1785750000.0,55158000.0,-0.0,-257021000.0,-1551092000.0,-20916000.0,-257021000.0,-0.0,668855000.0,11621000.0,903513000.0,1730592000.0,0.0
8,BKNG,2011-12-31,77598000.0,66194000.0,1341812000.0,46833000.0,-0.0,-163171000.0,-916916000.0,-0.0,-163171000.0,-0.0,-151027000.0,-12148000.0,273869000.0,1294979000.0,0.0
9,BKNG,2010-12-31,73906000.0,68396000.0,777297000.0,22593000.0,-0.0,-1942477000.0,-841098000.0,-0.0,-129445000.0,-0.0,212957000.0,7670000.0,156826000.0,754704000.0,0.0
10,BKNG,2009-12-31,39193000.0,40671000.0,509665000.0,-15106000.0,7421000.0,-495004000.0,-501460000.0,-197122000.0,26013000.0,0.0,-168960000.0,-1654000.0,-162409000.0,494559000.0,0.0631
0,MU,2019-08-29,5473000000.0,243000000.0,13189000000.0,9780000000.0,-0.0,-3902000000.0,-10085000000.0,-3340000000.0,-2729000000.0,-0.0,-2438000000.0,26000000.0,692000000.0,3409000000.0,0.0
1,MU,2018-08-30,4860000000.0,198000000.0,17400000000.0,8879000000.0,-0.0,320000000.0,-8216000000.0,-10194000000.0,-6506000000.0,-0.0,-7776000000.0,-37000000.0,1371000000.0,8521000000.0,0.0
2,MU,2017-08-31,3986000000.0,215000000.0,8153000000.0,4734000000.0,-2634000000.0,-35000000.0,-7537000000.0,-2558000000.0,-35000000.0,-0.0,349000000.0,-12000000.0,953000000.0,3419000000.0,0.0
3,MU,2016-09-01,3106000000.0,191000000.0,3168000000.0,5817000000.0,-0.0,-148000000.0,-3068000000.0,-870000000.0,-148000000.0,-0.0,1745000000.0,8000000.0,1853000000.0,-2649000000.0,0.0
4,MU,2015-09-03,2805000000.0,168000000.0,5208000000.0,4021000000.0,-0.0,-884000000.0,-6232000000.0,-2329000000.0,-884000000.0,-0.0,-718000000.0,-121000000.0,-1863000000.0,1187000000.0,0.0
5,MU,2014-08-28,2270000000.0,115000000.0,5699000000.0,2658000000.0,-0.0,-76000000.0,-2481000000.0,-3843000000.0,-76000000.0,-10000000.0,-1948000000.0,-28000000.0,1270000000.0,3041000000.0,0.0
6,MU,2013-08-29,1926000000.0,91000000.0,1811000000.0,1244000000.0,-0.0,-5000000.0,-1712000000.0,-743000000.0,-5000000.0,-37000000.0,322000000.0,0.0,421000000.0,567000000.0,0.0
7,MU,2012-08-30,2222000000.0,87000000.0,2114000000.0,1699000000.0,-0.0,-6000000.0,-2312000000.0,-203000000.0,-6000000.0,-391000000.0,497000000.0,0.0,299000000.0,415000000.0,0.0
8,MU,2011-09-01,2162000000.0,76000000.0,2484000000.0,2550000000.0,-0.0,-163000000.0,-2201000000.0,-1215000000.0,-135000000.0,-0.0,-1036000000.0,0.0,-753000000.0,-66000000.0,0.0
9,MU,2010-09-02,1922000000.0,93000000.0,3096000000.0,-522000000.0,518000000.0,-165000000.0,-448000000.0,-640000000.0,-21000000.0,0.0,-1220000000.0,0.0,1428000000.0,2574000000.0,0.1308
10,MU,2009-09-03,2114000000.0,44000000.0,1206000000.0,-462000000.0,0.0,-237000000.0,-674000000.0,291000000.0,275000000.0,0.0,-290000000.0,0.0,242000000.0,744000000.0,-0.2078
0,ATVI,2019-12-31,553000000.0,166000000.0,1831000000.0,116000000.0,-0.0,-65000000.0,-22000000.0,-0.0,-5794000000.0,-283000000.0,-237000000.0,-3000000.0,1569000000.0,1715000000.0,0.0
1,ATVI,2018-12-31,1004000000.0,209000000.0,1790000000.0,131000000.0,-0.0,-209000000.0,-261000000.0,-1740000000.0,-4225000000.0,-259000000.0,-2020000000.0,-31000000.0,-491000000.0,1659000000.0,0.0
2,ATVI,2017-12-31,1175000000.0,176000000.0,2213000000.0,155000000.0,-0.0,0.0,-197000000.0,-4251000000.0,-4713000000.0,-226000000.0,-624000000.0,76000000.0,1468000000.0,2058000000.0,0.0
3,ATVI,2016-12-31,1100000000.0,147000000.0,2155000000.0,136000000.0,-4588000000.0,0.0,-1177000000.0,-6104000000.0,-3245000000.0,-195000000.0,500000000.0,-56000000.0,1422000000.0,2019000000.0,0.0
4,ATVI,2015-12-31,501000000.0,92000000.0,1192000000.0,111000000.0,-0.0,0.0,-3716000000.0,-250000000.0,0.0,-170000000.0,-135000000.0,-366000000.0,-3025000000.0,1081000000.0,0.0
5,ATVI,2014-12-31,353000000.0,104000000.0,1292000000.0,107000000.0,-0.0,0.0,-480000000.0,-375000000.0,0.0,-147000000.0,-374000000.0,-396000000.0,438000000.0,1185000000.0,0.0
6,ATVI,2013-12-31,316000000.0,110000000.0,1264000000.0,74000000.0,-0.0,-5830000000.0,410000000.0,-6000000.0,-5830000000.0,-216000000.0,-1223000000.0,102000000.0,451000000.0,1190000000.0,0.0
7,ATVI,2012-12-31,328000000.0,126000000.0,1345000000.0,73000000.0,-0.0,129000000.0,-54000000.0,-0.0,-315000000.0,-204000000.0,-497000000.0,70000000.0,794000000.0,1272000000.0,0.0
8,ATVI,2011-12-31,435000000.0,0.0,952000000.0,72000000.0,-0.0,48000000.0,266000000.0,-0.0,-692000000.0,-194000000.0,-808000000.0,-57000000.0,353000000.0,880000000.0,0.0
9,ATVI,2010-12-31,517000000.0,131000000.0,1376000000.0,97000000.0,-0.0,-440000000.0,-312000000.0,-0.0,-959000000.0,-189000000.0,-1053000000.0,33000000.0,44000000.0,1279000000.0,0.0
10,ATVI,2009-12-31,347000000.0,77000000.0,1183000000.0,-69000000.0,0.0,-379000000.0,-443000000.0,0.0,-1028000000.0,0.0,-949000000.0,19000000.0,-190000000.0,1114000000.0,0.2303
0,BIIB,2019-12-31,680600000.0,182300000.0,7078600000.0,155000000.0,-744400000.0,-5868300000.0,470500000.0,-0.0,-5868300000.0,-0.0,-5860400000.0,400000.0,2913700000.0,6923600000.0,0.0
1,BIIB,2018-12-31,1016600000.0,157500000.0,6187700000.0,61200000.0,-0.0,-4815500000.0,-2046300000.0,-3200000.0,-4352600000.0,-0.0,-4472000000.0,-18600000.0,1224600000.0,6126500000.0,0.0
2,BIIB,2017-12-31,1081000000.0,128000000.0,4551000000.0,978400000.0,-0.0,-1365400000.0,-2963100000.0,-560900000.0,-1365400000.0,-0.0,-2380000000.0,39400000.0,-792100000.0,3572600000.0,0.0
3,BIIB,2016-12-31,682700000.0,154800000.0,4522400000.0,150200000.0,-0.0,-1000000000.0,-2484800000.0,-2700000.0,-1000000000.0,-0.0,-987800000.0,-31300000.0,1049800000.0,4372200000.0,0.0
4,BIIB,2015-12-31,600400000.0,161400000.0,3716100000.0,643000000.0,-198800000.0,-5000000000.0,-4553600000.0,-2100000.0,-5000000000.0,-0.0,986400000.0,-45800000.0,148900000.0,3073100000.0,0.0
5,BIIB,2014-12-31,688150000.0,155302000.0,2942115000.0,287751000.0,-0.0,-886779000.0,-1542976000.0,-2674000.0,-886779000.0,-0.0,-755873000.0,-40904000.0,643266000.0,2654364000.0,0.0
6,BIIB,2013-12-31,531740000.0,136293000.0,2345078000.0,3509000000.0,-15000000.0,-400309000.0,-1604668000.0,-452340000.0,-400309000.0,-0.0,-716528000.0,7959000.0,23882000.0,-1163922000.0,0.0
7,BIIB,2012-12-31,365648000.0,118566000.0,1879897000.0,261182000.0,-0.0,-1611532000.0,-950342000.0,-2428000.0,-984715000.0,-0.0,-877478000.0,4102000.0,52077000.0,1618715000.0,0.0
8,BIIB,2011-12-31,358933000.0,113005000.0,1727741000.0,252175000.0,-5000000.0,-1934574000.0,-1650294000.0,-11459000.0,-497975000.0,-0.0,-319862000.0,-2641000.0,-242415000.0,1475566000.0,0.0
9,BIIB,2010-12-31,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10,BIIB,2009-12-31,427961000.0,157466000.0,1074898000.0,-165646000.0,0.0,-259376000.0,-395031000.0,1408000.0,-751170000.0,0.0,-724151000.0,3788000.0,-44284000.0,909252000.0,0.0106
0,AMAT,2019-10-27,363000000.0,263000000.0,3247000000.0,441000000.0,-28000000.0,-4317000000.0,-443000000.0,-0.0,-2258000000.0,-771000000.0,-3115000000.0,0.0,-311000000.0,2806000000.0,0.0
1,AMAT,2018-10-28,457000000.0,258000000.0,3787000000.0,622000000.0,-6000000.0,-7360000000.0,571000000.0,-0.0,-5159000000.0,-605000000.0,-5928000000.0,0.0,-1570000000.0,3165000000.0,0.0
2,AMAT,2017-10-29,407000000.0,220000000.0,3609000000.0,345000000.0,-68000000.0,-6028000000.0,-2526000000.0,-205000000.0,-1075000000.0,-430000000.0,521000000.0,0.0,1604000000.0,3264000000.0,0.0
3,AMAT,2016-10-30,389000000.0,201000000.0,2466000000.0,253000000.0,-16000000.0,-3282000000.0,-425000000.0,1207000000.0,-1804000000.0,-444000000.0,-3432000000.0,0.0,-1391000000.0,2213000000.0,0.0
4,AMAT,2015-10-25,371000000.0,187000000.0,1163000000.0,215000000.0,-4000000.0,-2487000000.0,-281000000.0,-2581000000.0,-1325000000.0,-487000000.0,913000000.0,0.0,1795000000.0,948000000.0,0.0
