,ticker,date,Depreciation & Amortization,Stock-based compensation,Operating Cash Flow,Capital Expenditure,Acquisitions and disposals,Investment purchases and sales,Investing Cash flow,Issuance (repayment) of debt,Issuance (buybacks) of shares,Dividend payments,Financing Cash Flow,Effect of forex changes on cash,Net cash flow / Change in cash,Free Cash Flow,Net Cash/Marketcap
1,XLNX,2018-03-31,99302000.0,153815000.0,820027000.0,49918000.0,-0.0,1720574000.0,948243000.0,-457918000.0,-474254000.0,-353053000.0,-555637000.0,0.0,1212633000.0,770109000.0,0.0
2,XLNX,2017-04-01,74318000.0,122858000.0,934131000.0,72051000.0,-0.0,-522045000.0,493950000.0,-142082000.0,-522045000.0,-332542000.0,-965202000.0,0.0,462879000.0,862080000.0,0.0
3,XLNX,2016-04-02,80489000.0,111984000.0,730102000.0,34004000.0,-0.0,-443181000.0,-423936000.0,-0.0,-443181000.0,-318988000.0,-694922000.0,0.0,-388756000.0,696098000.0,0.0
4,XLNX,2015-03-28,86936000.0,99859000.0,790780000.0,29619000.0,-0.0,0.0,12956000.0,-0.0,-892572000.0,-306158000.0,-884841000.0,0.0,-81105000.0,761161000.0,0.0
5,XLNX,2014-03-29,91591000.0,94314000.0,804917000.0,44865000.0,-0.0,0.0,28646000.0,-1234086000.0,-973677000.0,-267343000.0,-483444000.0,0.0,350119000.0,760052000.0,0.0
6,XLNX,2013-03-30,89440000.0,77862000.0,656537000.0,30265000.0,-0.0,-197689000.0,-511515000.0,-0.0,-197689000.0,-230469000.0,-310286000.0,0.0,-165264000.0,626272000.0,0.0
7,XLNX,2012-03-31,87937000.0,67418000.0,826739000.0,70071000.0,-0.0,-219638000.0,-960897000.0,-0.0,-219638000.0,-200361000.0,-299379000.0,0.0,-433537000.0,756668000.0,0.0
8,XLNX,2011-04-02,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
9,XLNX,2010-04-03,65162000.0,53444000.0,554291000.0,-28152000.0,0.0,-306310000.0,-336732000.0,0.0,-85126000.0,-165648000.0,-252089000.0,0.0,-34530000.0,526139000.0,0.1416
0,FAST,2019-12-31,148700000.0,5700000.0,842700000.0,246400000.0,-0.0,0.0,-239700000.0,-1065000000.0,0.0,-498600000.0,-595100000.0,-200000.0,7700000.0,596300000.0,0.0
1,FAST,2018-12-31,138200000.0,5100000.0,674200000.0,176300000.0,-3700000.0,-103000000.0,-173900000.0,-895000000.0,-103000000.0,-441900000.0,-446500000.0,-3500000.0,50300000.0,497900000.0,0.0
2,FAST,2017-12-31,127400000.0,5200000.0,585200000.0,119900000.0,-58700000.0,-82600000.0,-179300000.0,-980000000.0,-82600000.0,-369100000.0,-407200000.0,5500000.0,4200000.0,465300000.0,0.0
3,FAST,2016-12-31,104052000.0,4100000.0,513999000.0,189451000.0,-0.0,-59440000.0,-188093000.0,-920000000.0,-59440000.0,-346588000.0,-340872000.0,-1318000.0,-16284000.0,324548000.0,0.0
4,FAST,2015-12-31,86598000.0,5841000.0,546940000.0,155168000.0,-23493000.0,-292951000.0,-180627000.0,-0.0,-292951000.0,-327101000.0,-337563000.0,-14227000.0,14523000.0,391772000.0,0.0
5,FAST,2014-12-31,72672000.0,7039000.0,499392000.0,189474000.0,-5575000.0,-52942000.0,-188781000.0,-0.0,-52942000.0,-296581000.0,-249732000.0,-4889000.0,55990000.0,309918000.0,0.0
6,FAST,2013-12-31,64191000.0,5400000.0,416120000.0,206540000.0,-0.0,-9080000.0,-201792000.0,-0.0,-9080000.0,-237456000.0,-234443000.0,-990000.0,-21105000.0,209580000.0,0.0
7,FAST,2012-12-31,54052000.0,4800000.0,396292000.0,138406000.0,-0.0,0.0,-107204000.0,-0.0,-79611000.0,-367306000.0,-327513000.0,360000.0,-38065000.0,257886000.0,0.0
8,FAST,2011-12-31,44706000.0,4050000.0,268489000.0,120043000.0,-0.0,0.0,-112223000.0,-0.0,0.0,-191741000.0,-181819000.0,-464000.0,-26017000.0,148446000.0,0.0
9,FAST,2010-12-31,40755000.0,4030000.0,240488000.0,73597000.0,-0.0,0.0,-80048000.0,-0.0,0.0,-182814000.0,-182814000.0,1215000.0,-21159000.0,166891000.0,0.0
10,FAST,2009-12-31,40020000.0,3850000.0,306070000.0,-47675000.0,-5032000.0,-28941000.0,-81749000.0,0.0,-41104000.0,-106943000.0,-148047000.0,2686000.0,78960000.0,258395000.0,0.0306
0,ASML,2018-12-31,485862068.9655,53218390.8046,3531839080.4598,-659847126.4368,0.0,135632183.908,-564942528.7356,-3298850.5747,-1292413793.1034,-686321839.0805,-1981954022.9885,5977011.4943,990919540.2299,2871991954.023,0.0168
1,ASML,2017-12-31,501200480.1921,63745498.1993,2182833133.2533,-406914765.9064,0.0,-1045618247.2989,-1475390156.0624,-291716686.6747,-539495798.3193,-620288115.2461,-1451500600.2401,-33733493.3974,-777791116.4466,1775918367.3469,-0.0005
2,ASML,2016-12-31,375684210.5263,50210526.3158,1753578947.3684,-332947368.4211,-2780315789.4737,-234105263.1579,-3356210526.3158,2343147368.4211,192400000.0,-469368421.0526,2066947368.4211,7473684.2105,471789473.6842,1420631578.9474,-0.0005
3,ASML,2015-12-31,322366992.3996,64060803.4745,2199239956.5689,-403691639.5223,0.0,-854505971.7698,-1259391965.2552,-3908794.7883,-577307274.7014,-328230184.582,-905428881.6504,8143322.4756,42562432.139,1795548317.0467,-0.0005
4,ASML,2014-12-31,308285714.2857,76731234.8668,1241169491.5254,-433753026.6344,0.0,417699757.8692,-19627118.6441,-4997578.6925,-799420096.8523,-324409200.9685,-1124018159.8063,9973365.6174,107497578.6925,807416464.891,-0.0005
5,ASML,2013-12-31,314683631.3618,72037138.9271,1450031636.8638,-289964236.5887,-6103334250.3439,399140302.6135,-506658872.077,5113231086.6575,-368883081.1554,-297228335.6259,-155585969.7387,-13236588.7208,774550206.3274,1160067400.2751,-0.0005
6,ASML,2012-12-31,246200527.7045,24688654.3536,928071240.1055,-226751978.8918,-13577836.4116,-1226919525.066,-1477352242.7441,-3662269.1293,50846030343.0079,-249197889.1821,-719766490.7652,-2965699.2084,-1272013192.6121,701319261.2137,-0.0005
7,ASML,2011-12-31,213970207.2539,16101036.2694,2681917098.4456,-389764248.7047,0.0,0.0,-389764248.7047,-3286269.4301,-863170984.456,-223633419.6891,-1284405440.4145,5138601.0363,1012886010.3627,2292152849.7409,-0.0005
8,ASML,2010-12-31,202465240.6417,16188502.6738,1256748663.1016,-166982620.3209,0.0,0.0,-166982620.3209,-1930481.2834,41443850.2674,-116256684.492,123933155.0802,6568181.8182,1220267379.6791,1089766042.7807,-0.0005
9,ASML,2009-12-31,203200860.8321,19216642.7547,142315638.4505,-140720229.5552,0.0,0.0,-140720229.5552,-2030129.1248,15886657.1019,-124083213.7733,-107423242.4677,2370157.8192,-103457675.7532,1595408.8953,-0.0005
0,CPRT,2019-07-31,85334000.0,23445000.0,646646000.0,373883000.0,-745000.0,-364997000.0,-356267000.0,-0.0,-364997000.0,-0.0,-370304000.0,-8276000.0,-88201000.0,272763000.0,0.0
1,CPRT,2018-07-31,79040000.0,23221000.0,535069000.0,287910000.0,-8787000.0,0.0,-288476000.0,-0.0,0.0,-0.0,-182038000.0,-135000.0,64420000.0,247159000.0,0.0
2,CPRT,2017-07-31,57441000.0,20840000.0,492058000.0,172178000.0,-160812000.0,0.0,-335791000.0,-0.0,0.0,-0.0,-106975000.0,4959000.0,54251000.0,319880000.0,0.0
3,CPRT,2016-07-31,49643000.0,20864000.0,332498000.0,173917000.0,-0.0,-457894000.0,-172876000.0,-337500000.0,-457894000.0,-0.0,-448496000.0,-11289000.0,-300163000.0,158581000.0,0.0
4,CPRT,2015-07-31,48893000.0,18154000.0,265076000.0,79153000.0,-0.0,-237306000.0,-81915000.0,-350000000.0,-237306000.0,-0.0,120362000.0,-6179000.0,297344000.0,185923000.0,0.0
5,CPRT,2014-07-31,56728000.0,19557000.0,199326000.0,130265000.0,-84022000.0,-15009000.0,-208021000.0,-96660000.0,-15009000.0,-0.0,-65891000.0,-1895000.0,-76481000.0,69061000.0,0.0
6,CPRT,2013-07-31,48167000.0,21791000.0,229673000.0,54832000.0,-2564000.0,-203285000.0,-48087000.0,-56250000.0,-203285000.0,-0.0,-114873000.0,-610000.0,66103000.0,174841000.0,0.0
7,CPRT,2012-07-31,48167000.0,21791000.0,229673000.0,54832000.0,-2564000.0,-203285000.0,-48087000.0,-56250000.0,-203285000.0,-0.0,-114873000.0,-610000.0,66103000.0,174841000.0,0.0
8,CPRT,2011-07-31,45694000.0,19007000.0,242932000.0,70170000.0,-34912000.0,-739638000.0,-84480000.0,-25000000.0,-739638000.0,-0.0,-354075000.0,1444000.0,-194179000.0,172762000.0,0.0
9,CPRT,2010-07-31,43242000.0,12312000.0,199407000.0,-73363000.0,-21362000.0,-1300000.0,-96025000.0,0.0,-4377000.0,0.0,1266000.0,849000.0,105497000.0,126044000.0,0.087
10,CPRT,2009-07-31,41354000.0,4843000.0,203339000.0,-71904000.0,0.0,12000000.0,-59904000.0,-17502000.0,-4708000.0,0.0,-17640000.0,-2058000.0,123737000.0,131435000.0,0.0548
0,DLTR,2020-02-01,652300000.0,61400000.0,1869800000.0,1034800000.0,-0.0,-200000000.0,-1020200000.0,-500000000.0,-200000000.0,-0.0,-709800000.0,-500000.0,139300000.0,835000000.0,0.0
1,DLTR,2019-02-02,678300000.0,63100000.0,1766000000.0,817100000.0,-0.0,0.0,-816700000.0,-6214700000.0,-422100000.0,-0.0,-1599900000.0,-500000.0,-651100000.0,948900000.0,0.0
2,DLTR,2018-02-03,626600000.0,65700000.0,1510200000.0,632200000.0,-0.0,0.0,-627900000.0,-659100000.0,-1097800000.0,-0.0,-651500000.0,600000.0,231400000.0,878000000.0,0.0
3,DLTR,2017-01-28,692700000.0,61600000.0,1673300000.0,564700000.0,-0.0,0.0,-483600000.0,-4036200000.0,-866400000.0,-0.0,-1060500000.0,1100000.0,130300000.0,1108600000.0,0.0
4,DLTR,2016-01-30,552300000.0,53200000.0,780900000.0,480500000.0,-6527700000.0,0.0,-6978400000.0,-5926700000.0,0.0,-0.0,6070400000.0,-900000.0,-128000000.0,300400000.0,0.0
5,DLTR,2015-01-31,205900000.0,38300000.0,926800000.0,325600000.0,-0.0,0.0,-315000000.0,-12800000.0,0.0,-0.0,-14600000.0,-800000.0,596400000.0,601200000.0,0.0
6,DLTR,2014-02-01,190500000.0,37000000.0,793400000.0,330100000.0,-0.0,-1112100000.0,-327800000.0,-271500000.0,-1112100000.0,-0.0,-597800000.0,-3500000.0,-132200000.0,463300000.0,0.0
7,DLTR,2013-02-02,175300000.0,35500000.0,677700000.0,312200000.0,-0.0,-340200000.0,-262700000.0,-1500000.0,-340200000.0,-0.0,-303400000.0,-1400000.0,111600000.0,365500000.0,0.0
8,DLTR,2012-01-28,163900000.0,31600000.0,686500000.0,250100000.0,-0.0,-645900000.0,-86100000.0,-2000000.0,-645900000.0,-0.0,-623200000.0,-100000.0,-22900000.0,436400000.0,0.0
9,DLTR,2011-01-29,159700000.0,28300000.0,518700000.0,178700000.0,-49400000.0,-417100000.0,-374100000.0,-15100000.0,-417100000.0,-0.0,-404300000.0,-700000.0,-260400000.0,340000000.0,0.0
10,DLTR,2010-01-30,157800000.0,21700000.0,581000000.0,-164800000.0,0.0,-47700000.0,-212500000.0,-400000.0,-164800000.0,0.0,-161300000.0,0.0,207200000.0,416200000.0,0.0753
0,MCHP,2019-03-31,1007500000.0,166400000.0,1674800000.0,18600000.0,-7850600000.0,1290300000.0,-6811000000.0,-72700000.0,-386000000.0,-344400000.0,4663500000.0,0.0,-472700000.0,1656200000.0,0.0
1,MCHP,2018-03-31,728600000.0,93200000.0,1419600000.0,7100000.0,-0.0,786700000.0,-1011700000.0,-1200000.0,42000000.0,-337500000.0,-415300000.0,0.0,-7400000.0,1412500000.0,0.0
2,MCHP,2017-03-31,529807000.0,128155000.0,1059452000.0,10218000.0,-0.0,0.0,-2838980000.0,-0.0,42210000.0,-315400000.0,595461000.0,-1007000.0,-1184067000.0,1049234000.0,0.0
3,MCHP,2016-03-31,335161000.0,71420000.0,744483000.0,7056000.0,-343928000.0,-363829000.0,800397000.0,-0.0,-335111000.0,-291087000.0,-59944000.0,0.0,1484936000.0,737427000.0,0.0
4,MCHP,2015-03-31,295552000.0,58596000.0,721182000.0,6663000.0,-252469000.0,0.0,-678518000.0,-350000000.0,-573382000.0,-286478000.0,98548000.0,-201000.0,141212000.0,714519000.0,0.0
5,MCHP,2014-03-31,200068000.0,53787000.0,676564000.0,9069000.0,-11187000.0,0.0,-503279000.0,-7515000.0,-429157000.0,-281204000.0,-235016000.0,0.0,-61731000.0,667495000.0,0.0
6,MCHP,2013-03-31,212511000.0,52069000.0,446179000.0,4730000.0,-20556000.0,0.0,-936756000.0,-0.0,-492639000.0,-273822000.0,382170000.0,986000.0,-107421000.0,441449000.0,0.0
7,MCHP,2012-03-31,107155000.0,38289000.0,396458000.0,44398000.0,-0.0,0.0,-256482000.0,-0.0,-578298000.0,-266178000.0,-208145000.0,0.0,-68169000.0,352060000.0,0.0
8,MCHP,2011-03-31,106612000.0,34958000.0,582661000.0,-124454000.0,-125727000.0,47230000.0,-187850000.0,0.0,71940000.0,-256811000.0,-183017000.0,0.0,211794000.0,458207000.0,0.1251
9,MCHP,2010-03-31,90272000.0,36778000.0,452047000.0,15439000.0,-0.0,0.0,-195262000.0,-0.0,36478000.0,-0.0,-210984000.0,0.0,45801000.0,436608000.0,0.0
0,CTXS,2018-12-31,219139000.0,203619000.0,1035345000.0,72564000.0,-248929000.0,-804278000.0,126332000.0,-267312000.0,-1261153000.0,-46799000.0,-1658041000.0,-5848000.0,-496364000.0,962781000.0,0.0
1,CTXS,2017-12-31,208313000.0,165120000.0,908276000.0,88280000.0,-60449000.0,-708057000.0,-63921000.0,4000000.0,-1174957000.0,-0.0,-694367000.0,8186000.0,158174000.0,819996000.0,0.0
2,CTXS,2016-12-31,286123000.0,184788000.0,1115830000.0,160512000.0,-13242000.0,603828000.0,-484204000.0,-0.0,-28689000.0,-0.0,-38031000.0,-5157000.0,588438000.0,955318000.0,0.0
3,CTXS,2015-12-31,428892000.0,147368000.0,1034548000.0,172228000.0,-256907000.0,-118652000.0,-224415000.0,7569000.0,-755704000.0,-0.0,-691451000.0,-10313000.0,108369000.0,862320000.0,0.0
4,CTXS,2014-12-31,353563000.0,169287000.0,845981000.0,179093000.0,-101059000.0,-1238175000.0,-569457000.0,4065000.0,-1640885000.0,-0.0,-292668000.0,-4447000.0,-20591000.0,666888000.0,0.0
5,CTXS,2013-12-31,267500000.0,183941000.0,928343000.0,175042000.0,-334881000.0,97988000.0,-938931000.0,2061000.0,-406326000.0,-0.0,-352281000.0,-781000.0,-362869000.0,753301000.0,0.0
6,CTXS,2012-12-31,214873000.0,149940000.0,818527000.0,150718000.0,-487221000.0,186983000.0,-358432000.0,24346000.0,-251008000.0,-0.0,-149782000.0,-492000.0,310313000.0,667809000.0,0.0
7,CTXS,2011-12-31,159255000.0,92909000.0,679122000.0,127369000.0,-455377000.0,228090000.0,-449374000.0,11561000.0,-424849000.0,-0.0,-292614000.0,1807000.0,-62866000.0,551753000.0,0.0
8,CTXS,2010-12-31,138158000.0,103758000.0,616292000.0,92091000.0,-20510000.0,-9432000.0,-457042000.0,-0.0,-433739000.0,-0.0,-26316000.0,1785000.0,134719000.0,524201000.0,0.0
9,CTXS,2009-12-31,138577000.0,98324000.0,483974000.0,-76246000.0,-3338000.0,-419991000.0,-502865000.0,0.0,-48946000.0,0.0,-45537000.0,-250000.0,-64678000.0,407728000.0,0.0989
0,SWKS,2019-09-27,371600000.0,80100000.0,1367400000.0,423400000.0,-0.0,-571100000.0,-336900000.0,-0.0,-637900000.0,-0.0,-912500000.0,0.0,118000000.0,944000000.0,0.0
1,SWKS,2018-09-28,299200000.0,107800000.0,1260600000.0,430900000.0,-404000000.0,-1075000000.0,-1150400000.0,-0.0,-759500000.0,-243200000.0,-993700000.0,0.0,-883500000.0,829700000.0,0.0
2,SWKS,2017-09-29,254800000.0,88500000.0,1471300000.0,315400000.0,-13700000.0,-429100000.0,-325900000.0,-5500000.0,-432300000.0,-214200000.0,-612400000.0,0.0,533000000.0,1155900000.0,0.0
3,SWKS,2016-09-30,247800000.0,78000000.0,1095700000.0,195300000.0,-55600000.0,-525600000.0,-250900000.0,-0.0,-525600000.0,-200800000.0,-804600000.0,0.0,40200000.0,900400000.0,0.0
4,SWKS,2015-10-02,195800000.0,99800000.0,992800000.0,430100000.0,-24600000.0,-237300000.0,-454700000.0,-0.0,-237300000.0,-124000000.0,-300300000.0,0.0,237800000.0,562700000.0,0.0
5,SWKS,2014-10-03,122700000.0,86000000.0,772400000.0,208600000.0,-148500000.0,-165700000.0,-357100000.0,-0.0,-165700000.0,-41.7,-120600000.0,0.0,294700000.0,563800000.0,0.0
6,SWKS,2013-09-27,103400000.0,71700000.0,499700000.0,123800000.0,-0.0,-184100000.0,-123000000.0,-0.0,-184900000.0,-0.0,-172700000.0,0.0,204000000.0,375900000.0,0.0
7,SWKS,2012-09-28,102754000.0,72172000.0,285239000.0,94129000.0,-229628000.0,8495000.0,-302857000.0,-48047000.0,-12405000.0,-0.0,-86176000.0,0.0,-103794000.0,191110000.0,0.0
8,SWKS,2011-09-30,77964000.0,58338000.0,365818000.0,100660000.0,-249284000.0,-70043000.0,-349944000.0,-0.0,-70043000.0,-0.0,-59044000.0,0.0,-43170000.0,265158000.0,0.0
9,SWKS,2010-10-01,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
10,SWKS,2009-10-02,50531000.0,23466000.0,218805000.0,-39172000.0,-10356000.0,0.0,-49528000.0,-51107000.0,36279000.0,0.0,-30160000.0,0.0,139117000.0,179633000.0,0.1211
0,ALGN,2019-12-31,78990000.0,88184000.0,747270000.0,149707000.0,-0.0,-205322000.0,-350444000.0,-0.0,-382092000.0,-0.0,-485540000.0,2282000.0,-86432000.0,597563000.0,0.0
1,ALGN,2018-12-31,54727000.0,70763000.0,554681000.0,223312000.0,-0.0,-290442000.0,6927000.0,-0.0,-283367000.0,-0.0,-369434000.0,-4733000.0,187441000.0,331369000.0,0.0
2,ALGN,2017-12-31,37739000.0,58854000.0,438539000.0,195695000.0,-8953000.0,-64257000.0,-248313000.0,-0.0,-89332000.0,-0.0,-135500000.0,5510000.0,60236000.0,242844000.0,0.0
3,ALGN,2016-12-31,24002000.0,54148000.0,247654000.0,70576000.0,-0.0,119901000.0,72848000.0,-0.0,-82440000.0,-0.0,-95524000.0,-3417000.0,221561000.0,177078000.0,0.0
4,ALGN,2015-12-31,18004000.0,52943000.0,237997000.0,53451000.0,-0.0,-71780000.0,-166361000.0,-0.0,-90466000.0,-0.0,-100786000.0,-3007000.0,-32157000.0,184546000.0,0.0
5,ALGN,2014-12-31,17856000.0,39823000.0,226899000.0,24092000.0,-0.0,-15243000.0,-201627000.0,-0.0,-80205000.0,-0.0,-66420000.0,-1934000.0,-43082000.0,202807000.0,0.0
6,ALGN,2013-12-31,16825000.0,26438000.0,185976000.0,19412000.0,-7652000.0,-63366000.0,-210734000.0,-0.0,-60911000.0,-0.0,-38171000.0,-504000.0,-63433000.0,166564000.0,0.0
7,ALGN,2012-12-31,17811000.0,21483000.0,133778000.0,38333000.0,-0.0,-47203000.0,-78300000.0,-0.0,-4876000.0,-0.0,10205000.0,28000.0,65711000.0,95445000.0,0.0
8,ALGN,2011-12-31,17477000.0,19165000.0,130469000.0,30404000.0,-187588000.0,-7754000.0,-211606000.0,-0.0,17747000.0,-0.0,27241000.0,-93000.0,-53989000.0,100065000.0,0.0
9,ALGN,2010-12-31,15013000.0,16072000.0,129529000.0,18031000.0,-0.0,2256000.0,-15920000.0,-0.0,-282842000.0,-0.0,14707000.0,-139000.0,128177000.0,111498000.0,0.0
10,ALGN,2009-12-31,13004000.0,15725000.0,74165000.0,-7192000.0,0.0,5970000.0,-1556000.0,-136000.0,8097000.0,0.0,6837000.0,-59000.0,79387000.0,66973000.0,0.1405
0,ZM,2020-01-31,53501000.0,73109000.0,151892000.0,38225000.0,-0.0,-800228000.0,-499468000.0,-0.0,259358000.0,-0.0,615690000.0,0.0,283134000.0,113667000.0,0.0
1,ZM,2019-01-31,7008000.0,8941000.0,51332000.0,-28432000.0,0.0,-9269000.0,-39719000.0,14908000.0,3565000.0,0.0,17534000.0,0.0,29147000.0,22900000.0,0.0111
2,ZM,2018-01-31,2786000.0,10329000.0,19426000.0,-9738000.0,0.0,-103619000.0,-113357000.0,-120000.0,733000.0,0.0,-3997000.0,0.0,-97928000.0,9688000.0,0.0111
3,ZM,2017-01-31,1219000.0,1039000.0,9361000.0,-4824000.0,2000000.0,0.0,-2824000.0,0.0,403000.0,0.0,100267000.0,0.0,106804000.0,4537000.0,0.0111
0,CDW,2019-12-31,267100000.0,48500000.0,1027200000.0,236300000.0,-95100000.0,-657200000.0,-331400000.0,-539000000.0,-657200000.0,-183400000.0,-749800000.0,2200000.0,-51800000.0,790900000.0,0.0
1,CDW,2018-12-31,265600000.0,40700000.0,905900000.0,86100000.0,-0.0,-522300000.0,-89500000.0,-0.0,-522300000.0,-139400000.0,-754800000.0,-3400000.0,61600000.0,819800000.0,0.0
2,CDW,2017-12-31,266100000.0,43700000.0,777700000.0,81100000.0,-0.0,-534000000.0,-81100000.0,-2121300000.0,-534000000.0,-106900000.0,-818700000.0,2600000.0,-119500000.0,696600000.0,0.0
3,CDW,2016-12-31,261000000.0,39200000.0,604000000.0,63500000.0,-0.0,-367400000.0,-65900000.0,-1490400000.0,-367400000.0,-78700000.0,-304600000.0,-7400000.0,226100000.0,540500000.0,0.0
4,CDW,2015-12-31,233800000.0,31200000.0,277500000.0,90100000.0,-263800000.0,-241300000.0,-354400000.0,-525300000.0,-241300000.0,-52900000.0,-226500000.0,-3500000.0,-306900000.0,187400000.0,0.0
5,CDW,2014-12-31,214300000.0,16400000.0,435000000.0,55000000.0,-0.0,0.0,-164800000.0,-1299000000.0,0.0,-33600000.0,-112000000.0,-1800000.0,156400000.0,380000000.0,0.0
6,CDW,2013-12-31,217000000.0,46600000.0,366300000.0,47100000.0,-0.0,-200000.0,-47800000.0,-2047400000.0,424500000.0,-7300000.0,-168300000.0,-700000.0,150200000.0,319200000.0,0.0
7,CDW,2012-12-31,223800000.0,22100000.0,317400000.0,41400000.0,-0.0,-700000.0,-41700000.0,-243200000.0,-700000.0,-0.0,-338000000.0,300000.0,-62000000.0,276000000.0,0.0
8,CDW,2011-12-31,220600000.0,19500000.0,214700000.0,45700000.0,-0.0,-400000.0,-56000000.0,-132000000.0,-400000.0,-0.0,-95400000.0,-0.0,63300000.0,169000000.0,0.0
9,CDW,2010-12-31,209400000.0,11500000.0,423700000.0,-41500000.0,0.0,-84100000.0,-125400000.0,-353300000.0,0.0,0.0,-350100000.0,400000.0,-51400000.0,382200000.0,-1.3267
10,CDW,2009-12-31,218200000.0,15900000.0,107600000.0,-15600000.0,0.0,-72200000.0,-82600000.0,-22900000.0,0.0,0.0,-31900000.0,500000.0,-6400000.0,92000000.0,-1.3267
0,BMRN,2019-12-31,121260000.0,159865000.0,48262000.0,163406000.0,-0.0,-632023000.0,-31026000.0,-0.0,-437446000.0,-0.0,-74674000.0,902000.0,-56536000.0,-115144000.0,0.0
1,BMRN,2018-12-31,95671000.0,148819000.0,20208000.0,-144620000.0,0.0,358981000.0,264351000.0,-374953000.0,67488000.0,0.0,-388007000.0,-598000.0,-104046000.0,-124412000.0,0.0167
2,BMRN,2017-12-31,144237000.0,140263000.0,-8757000.0,199219000.0,-0.0,-655447000.0,-308690000.0,-0.0,-598028000.0,-0.0,507145000.0,-3231000.0,189698000.0,-207976000.0,0.0
3,BMRN,2016-12-31,144217000.0,134641000.0,-227837000.0,148380000.0,-2789000.0,0.0,-487981000.0,-0.0,304608000.0,-0.0,727108000.0,-3934000.0,11290000.0,-376217000.0,0.0
4,BMRN,2015-12-31,61814000.0,111525000.0,-221689000.0,227653000.0,-538392000.0,0.0,-1184670000.0,-163000.0,491217000.0,-0.0,927913000.0,-5072000.0,-478446000.0,-449342000.0,0.0
5,BMRN,2014-12-31,67696000.0,88233000.0,-73539000.0,118834000.0,-0.0,0.0,194555000.0,-674000.0,-758022000.0,-0.0,185689000.0,0.0,306705000.0,-192373000.0,0.0
6,BMRN,2013-12-31,58280000.0,66181000.0,-59634000.0,65124000.0,-9875000.0,0.0,-298783000.0,-12965000.0,-568781000.0,-0.0,746671000.0,0.0,388254000.0,-124758000.0,0.0
7,BMRN,2012-12-31,48161000.0,47340000.0,17609000.0,44571000.0,-0.0,-382168000.0,-195645000.0,-0.0,54972000.0,-0.0,312291000.0,0.0,134255000.0,-26962000.0,0.0
8,BMRN,2011-12-31,38634000.0,43909000.0,18753000.0,154219000.0,-0.0,-215429000.0,-89560000.0,-0.0,-46272000.0,-0.0,29000000.0,0.0,-41807000.0,-135466000.0,0.0
9,BMRN,2010-12-31,30818000.0,38362000.0,18746000.0,49461000.0,-32950000.0,-221659000.0,-101342000.0,-0.0,-88079000.0,-0.0,3504000.0,0.0,-79092000.0,-30715000.0,0.0
10,BMRN,2009-12-31,20975000.0,35892000.0,87732000.0,-89801000.0,-19637000.0,29763000.0,-79675000.0,-185000.0,10886000.0,0.0,-63786000.0,0.0,-55729000.0,-2069000.0,-0.1037
0,CHKP,2018-12-31,20788000.0,89327000.0,1143081000.0,-17149000.0,-154902000.0,-157930000.0,-329981000.0,0.0,-750364000.0,0.0,-754988000.0,0.0,58112000.0,1125932000.0,0.1623
1,CHKP,2017-12-31,16636000.0,87459000.0,1109608000.0,-28784000.0,0.0,-150037000.0,-178821000.0,0.0,-867804000.0,0.0,-873201000.0,0.0,57586000.0,1080824000.0,0.102
2,CHKP,2016-12-31,14736000.0,65352000.0,949268000.0,-24050000.0,0.0,-85750000.0,-109800000.0,0.0,-858701000.0,0.0,-844352000.0,0.0,-4884000.0,925218000.0,0.102
3,CHKP,2015-12-31,13970000.0,56926000.0,949503000.0,-17348000.0,-96544000.0,-38990000.0,-152882000.0,0.0,-882883000.0,0.0,-866278000.0,0.0,-69658000.0,932155000.0,0.102
4,CHKP,2014-12-31,11284000.0,51500000.0,785882000.0,-12736000.0,0.0,-233367000.0,-246103000.0,0.0,-697910000.0,0.0,-686241000.0,0.0,-146462000.0,773146000.0,0.102
5,CHKP,2013-12-31,11565000.0,15767000.0,811286000.0,-9563000.0,0.0,-536369000.0,-545932000.0,0.0,-467069000.0,0.0,-431724000.0,0.0,-166370000.0,801723000.0,0.102
6,CHKP,2012-12-31,14889000.0,34159000.0,849541000.0,-8195000.0,0.0,-366065000.0,-374260000.0,0.0,-405153000.0,0.0,-394025000.0,0.0,81256000.0,841346000.0,0.102
7,CHKP,2011-12-31,51545000.0,31879000.0,742964000.0,-7195000.0,-15060000.0,-551833000.0,-574088000.0,0.0,-228507000.0,0.0,-227107000.0,0.0,-58231000.0,735769000.0,0.102
8,CHKP,2010-12-31,58766000.0,30417000.0,688576000.0,-4910000.0,-13957000.0,-440595000.0,-459462000.0,0.0,-96185000.0,0.0,-91422000.0,0.0,137692000.0,683666000.0,0.102
9,CHKP,2009-12-31,59538000.0,23405000.0,557107000.0,-4283000.0,-58787000.0,-521337000.0,-584407000.0,0.0,-109307000.0,0.0,-101805000.0,0.0,-129105000.0,552824000.0,0.102
0,MXIM,2019-06-29,110745000.0,86977000.0,875840000.0,82823000.0,-2949000.0,-542327000.0,856911000.0,-0.0,-539151000.0,-505576000.0,-1518893000.0,0.0,213858000.0,793017000.0,0.0
